,-3000,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,total
whhsherald.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,364,158,0,615
ghtimes.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,212,169,128,94,3,0,608
warriordrumbeat.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16
chsprowl.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,118,133,145,78,0,591
lancastercsd.com,0,0,0,0,0,0,0,0,0,0,0,61,31,8,15,8,28,8,6,52,19,0,236
ldhsswordandshield.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,117,22,0,157
nmbhtribaltimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,205,1,321
thepitchforkonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,16
maverickroundup.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,10
llcsgatornation.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,162
tribaltribune.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,157,222,150,4,694
cfhsprowler.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,182,199,0,417
amhsnewspaper.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,181,186,227,230,123,7,1026
spinwired.com,0,0,0,0,0,0,0,0,0,0,0,0,0,82,188,203,201,233,233,147,49,0,1336
garnetblackgold.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,14
brashiermiddlecollegenews.org,0,0,0,0,0,0,0,0,0,0,176,155,166,65,0,0,0,0,38,96,55,0,751
arhsnewspaper.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,162,103,117,30,1,528
shswavebreaker.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,168,157,282,173,77,25,1012
blueandgoldnewspaper.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,58,69,13,2,217
gorillagrowls.com,0,0,0,0,0,0,0,0,0,0,0,0,0,49,116,68,23,53,0,45,55,0,409
lhsstatesman.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,542,483,210,13,1511
rhsnationalist.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,74,9,2,87
thewarbirdflyer.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,48,0,133
ahstigerlife.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,210,93,20,329
theblueandwhite.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10
tynertimes.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,22
chslive.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181
caecholier.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,155,175,117,73,0,593
gryphonlodge.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,166,170,100,81,74,13,690
thecrimsonconnection.com,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,9,71,185,244,158,93,26,804
youarehouston.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,90,149,126,141,65,0,690
centraldigest.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,109,172,182,156,103,31,826
theheraldonthehill.com,0,0,0,0,0,0,0,0,0,0,0,0,34,76,31,104,169,150,133,146,39,0,882
beardenbark.com,0,0,0,0,0,0,0,0,0,0,0,0,120,118,83,104,69,80,79,94,48,0,795
fhsanchor.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103,131,21,43,93,193,200,0,785
theblarneystonepress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
webbspartanspirit.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcpantherpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,222,144,107,74,35,0,719
coffeepresschs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,207,84,0,339
whitestationscroll.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,130,101,118,89,153,54,1,693
khsflyingfalcon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,27
xthchronicle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37
blackmanvoice.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,149,137,117,49,3,484
logosnow.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hillsboroglobe.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,113,12,114,318
ponyexpress.lipscomb.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,85,42,0,0,5,199
enmhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0,45
themoina.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,23,41,20,44,9,11,0,203
redhawkreview.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,88,50,2,0,167
wyliepawprint.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,64,36,0,135
memorialist.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,51,1,105
thecatseyeonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theeagleangle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,127,193,282,193,107,44,0,963
jacketnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,9,25,5,2,0,65
silverstreakonline.com,0,0,0,0,0,0,0,0,0,0,49,47,124,180,143,100,44,38,144,182,70,0,1121
sandienews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,45,0,106
catsclaw.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,47,47,106,23,0,247
thetalonnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,169,184,168,106,152,77,0,992
thsoutlook.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,149,127,114,109,86,34,3,662
mysummitnews.com,0,0,0,0,0,0,0,0,0,0,0,38,45,27,32,63,18,7,9,10,5,0,254
coltnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,50,75,49,48,51,16,1,314
volsvoice.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,27,26,7,0,1,106
texanstalk.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,70,29,23,0,199
ehspress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,0,39
bhsbeat.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhstrailblazer.com,0,0,0,0,0,0,0,0,0,0,0,0,0,129,319,201,262,331,122,97,19,0,1480
arspolarispress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
westlakefeatherduster.com,0,0,0,0,0,0,0,0,0,0,0,0,0,32,135,216,205,140,163,153,84,0,1128
sfamaroon.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lths.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,30,14,6,0,78
laniervikingvoice.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,82,27,34,17,2,172
westwoodhorizon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,179,369,517,528,628,303,1,2552
akinseagleseye.com,0,0,0,0,0,0,0,0,0,0,0,1,0,99,205,232,208,219,214,193,136,33,1540
travisrebelnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lasaliberator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,105,0,206
macshieldonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,7,16,29,17,10,92
thedispatchonline.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,79,53,85,293,379,153,10,1106
vandegriftvoice.com,0,0,0,0,0,0,0,0,0,0,0,29,94,115,80,203,226,191,212,201,120,5,1476
hillcountrybluebonnet.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
azlesting.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,84,0,157
bhstoday.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,122,101,22,17,0,292
westbrooktimes.com,0,0,0,0,0,0,0,0,0,0,2,46,63,41,46,71,174,118,34,36,4,0,635
bellairetpp.org,0,0,0,0,0,0,0,0,0,0,0,0,0,30,64,131,119,117,113,72,80,0,726
thecorralonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thenationwired.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,165,105,0,301
caddomillscourier.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,22
eaglestaleonline.com,0,0,0,0,0,0,0,0,0,0,71,101,122,139,205,226,173,177,177,179,77,30,1677
dddemontale.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,66
hebronhawkeye.com,0,0,0,0,0,0,0,0,0,0,1,3,2,0,58,156,231,193,232,178,92,7,1153
mustangmedia.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,144,127,43,12,0,0,403
panther.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,330,68,1,527
vrhsword.com,0,0,0,0,0,0,0,0,0,0,2,92,54,59,81,78,99,113,99,99,38,0,814
cphswolfpack.com,0,0,0,0,0,0,0,0,0,0,110,85,25,77,108,104,135,176,209,246,164,2,1441
chsctv.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,60,58,80,20,5,0,243
chslariat.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,47,18,122
buccaneerpress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roaringred.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,73,189,89,0,384
thesmokesignal.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,111,91,35,6,337
oakridgenewspaper.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,70,54,15,0,197
theprowler.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,51,18,2,35,90,36,0,285
thefuelonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,155,202,177,175,91,0,876
coppellstudentmedia.com,0,0,0,0,0,0,0,0,0,0,324,649,481,680,620,470,605,731,658,698,380,56,6352
eaglecitizen.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,170,110,30,16,433
waldronstreetjournal.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,63,23,6,0,116
calallenwildcatter.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,85,58,25,5,210
raytexantimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,38,22,0,73
tmhswarcry.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,13,0,64
mhstrojanrunner.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0,36
islandwavesnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,413,470,253,103,1,1573
chsstudentconnection.com,0,0,0,0,0,0,0,0,0,0,0,4,36,50,24,14,29,23,22,39,0,0,241
cougarpolitan.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
cyranchnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,42,0,96
bhsthebridge.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39,25,2,68
dailymaroon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,18,0,78
hpbagpipe.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,157,400,256,37,4,1034
thetalononline.com,0,0,0,0,0,0,0,0,0,0,3,5,7,36,81,93,57,64,75,109,26,0,556
hphighlander.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,20
umetalon.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,97,0,0,171
hphs.tv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,90,0,0,153
seagovilledragontales.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,30
thebroncobeat.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,66,21,0,15,0,0,0,163
decaturjournal.com,0,0,0,0,0,0,0,0,0,0,0,0,28,94,36,22,38,21,14,38,18,0,309
deernetwork.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dhshorseshoe.com,0,0,0,0,0,0,0,0,0,0,0,69,119,70,86,69,26,14,0,19,1,1,474
raiderreview.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,34,0,79
desotoeagleeye.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dhsexpressnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,37,53,48,72,15,30,49,47,0,351
duncanvillestudentmedia.org,0,0,0,0,0,0,0,0,0,0,0,68,273,405,385,312,234,242,108,87,17,1,2132
thebobcatbanner.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,226
rvhsmedia.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,20
tornadopress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,47,31,0,84
dvexpedition.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,144,105,100,80,63,47,0,560
chapinchronicle.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,43,36,0,97
ahsaquila.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,36,34,45,51,54,0,256
ephstigernews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,21,7,0,55
thetealtribune.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,42,0,0,115
bowiebearsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,308,139,0,488
coronadoexplorer.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,93,1,274
aztecgold.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,126,108,37,7,0,368
lorettoprax.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,131,0,205
fhschronicle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18
fhseaglebeat.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,41,0,127
mhsmarquee.com,0,0,0,0,0,0,0,0,0,0,0,11,29,93,118,103,72,76,94,124,67,0,787
fmhswire.com,0,0,0,0,0,0,0,0,0,0,0,0,0,26,77,75,34,36,55,22,47,0,372
cincopesopress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,6,6,24,27,14,0,92
falconquill.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,71,60,54,53,45,26,0,344
pantherettenews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,45,0,98
fhscomet.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,162,245,222,2,713
theanchorbisd.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,27,0,59
fhslariat.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,31,28,0,86
brookconnection.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,0,37
wakelandaccess.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,51,0,75
lshsrangernews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,28,3,0,75
friscoisdtv.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,4,0,0,0,0,23
packpage.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friscohsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14
knightpress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,12,23,17,14,0,0,84
openden.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,25,54,26,0,136
lthsvanguard.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,47,49,14,0,125
cen10news.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,139,143,112,10,2,478
mhstheshield.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,79,0,89
libertywingspan.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,230,908,910,1014,636,16,3730
ballhighstudentnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,98,0,182
patriot-post.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,127,207,40,0,415
raiderecho.com,0,0,0,0,0,0,0,0,0,0,0,0,0,24,90,83,112,141,108,75,44,0,677
ghsowlseye.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13
nftimberline.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,5,0,30
garygrowl.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,83,53,21,6,0,180
ghsjournalism.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,87,89,95,43,1,0,375
cardinalconnection.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,65,32,71,51,1,258
apachepress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18
collegiatereview.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,47,0,0,68
ihoot.iuniversityprep.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,156,194,158,144,61,0,791
groomtigertimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,4,120,225,277,326,368,241,37,59,1657
hhsgreenandgold.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,39,0,89
hawktimesnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,106,0,123
thehi-life.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stenews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,8,2,0,81
cchspress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,28,61,97,139,166,110,61,24,9,695
kfpinnacle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,24,34,52,24,11,0,152
crhsrampage.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,74,53,67,91,1,0,294
cfwingspan.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,19,92,46,0,167
ncsclaw.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,69,225,116,66,10,519
clhsnewspaper.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,61,0,81
eagleedition.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,19,10,0,0,74
howlernews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,147,157,87,37,0,450
lchowler.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,127,115,100,1,411
jvhsperegrine.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,46,102,18,4,183
wisdomhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,128,105,47,0,410
bugle.berenacademy.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thethunderexpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the9825.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,46,0,127
theeagle.sths.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,27,0,76
lobopawprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,34,0,79
mchsrampage.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0,40
thevikingpresstvs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,50,0,73
sjsreview.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,18,61,158,146,91,19,620
thefalcon.kinkaid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahstalon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,68,3,135
thepridehumble.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
huntsvillehive.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,105,33,59,37,0,280
cistercianinformer.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,58,54,84,32,0,256
